"genus"	"specific_epithet"	"name"	"type_host_species_name"	"host_family"	"mycorrhizae"	"photosynthesis"
"420"	"Peronospora"	"pisi"	"Peronospora pisi"	"Pisum sativum"	"Fabaceae"	"mycorrhizal"	"C3"
"421"	"Peronospora"	"plantaginis"	"Peronospora plantaginis"	"Plantago aristata"	"Plantaginaceae"	"mycorrhizal"	"C3"
"422"	"Peronospora"	"pocutica"	"Peronospora pocutica"	"Rhinanthus serotinus"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"423"	"Peronospora"	"polycarpi"	"Peronospora polycarpi"	"Polycarpon tetraphyllum"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"424"	"Peronospora"	"polygoni"	"Peronospora polygoni"	"Polygonum aviculare"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"425"	"Peronospora"	"polygoni-convolvuli"	"Peronospora polygoni-convolvuli"	"Fallopia convolvulus"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"426"	"Peronospora"	"potentillae"	"Peronospora potentillae"	"Potentilla aurea"	"Rosaceae"	"mycorrhizal"	"C3"
"427"	"Peronospora"	"potentillae-reptantis"	"Peronospora potentillae-reptantis"	"Potentilla reptans"	"Rosaceae"	"mycorrhizal"	"C3"
"428"	"Peronospora"	"pratensis"	"Peronospora pratensis"	"Trifolium pratense"	"Fabaceae"	"mycorrhizal"	"C3"
"429"	"Peronospora"	"pseudostellariae"	"Peronospora pseudostellariae"	"Pseudostellaria heterophylla"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"430"	"Peronospora"	"pulmonariae"	"Peronospora pulmonariae"	"Pulmonaria officinalis"	"Boraginaceae"	"mycorrhizal"	"C3"
"431"	"Peronospora"	"pulveracea"	"Peronospora pulveracea"	"Helleborus foetidus"	"Ranunculaceae"	"mycorrhizal"	"C3"
"432"	"Peronospora"	"radii"	"Peronospora radii"	"Tripleurospermum inodorum"	"Asteraceae"	"mycorrhizal"	"C3"
"433"	"Peronospora"	"ranunculi"	"Peronospora ranunculi"	"Ranunculus repens"	"Ranunculaceae"	"mycorrhizal"	"C3"
"434"	"Peronospora"	"ranunculi-carpatici"	"Peronospora ranunculi-carpatici"	"Ranunculus carpaticus"	"Ranunculaceae"	"mycorrhizal"	"C3"
"435"	"Peronospora"	"ranunculi-oxyspermi"	"Peronospora ranunculi-oxyspermi"	"Ranunculus oxyspermus"	"Ranunculaceae"	"mycorrhizal"	"C3"
"436"	"Peronospora"	"ranunculi-sardoi"	"Peronospora ranunculi-sardoi"	"Ranunculus sardous"	"Ranunculaceae"	"mycorrhizal"	"C3"
"437"	"Peronospora"	"ranunculi-steveni"	"Peronospora ranunculi-steveni"	"Ranunculus acris ssp. acris"	"Ranunculaceae"	"mycorrhizal"	"C3"
"438"	"Peronospora"	"rocheliae"	"Peronospora rocheliae"	"Rochelia bungei"	"Boraginaceae"	"mycorrhizal"	"C3"
"439"	"Peronospora"	"roemeriae"	"Peronospora roemeriae"	"Roemeria refracta"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"440"	"Peronospora"	"romanica"	"Peronospora romanica"	"Medicago sativa ssp. falcata"	"Fabaceae"	"mycorrhizal"	"C3"
"441"	"Peronospora"	"rossica"	"Peronospora rossica"	"Dracocephalum thymiflorum"	"Lamiaceae"	"mycorrhizal"	"C3"
"442"	"Peronospora"	"rubiae"	"Peronospora rubiae"	"Rubia tinctorum"	"Rubiaceae"	"mycorrhizal"	"C3"
"443"	"Peronospora"	"ruegeriae"	"Peronospora ruegeriae"	"Onobrychis viciifolia"	"Fabaceae"	"mycorrhizal"	"C3"
"444"	"Peronospora"	"rugosa"	"Peronospora rugosa"	"Brachybotrys paridiformis"	"Boraginaceae"	"mycorrhizal"	"C3"
"445"	"Peronospora"	"rumicis"	"Peronospora rumicis"	"Rumex acetosella"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"446"	"Peronospora"	"rumicis-rosei"	"Peronospora rumicis-rosei"	"Rumex roseus"	"Polygonaceae"	"nonmycorrhizal"	"C3"
"447"	"Peronospora"	"sakamotoi"	"Peronospora sakamotoi"	"Gallium dahuricum var. lasicarpum"	"Rubiaceae"	"mycorrhizal"	"C3"
"448"	"Peronospora"	"salicorniae"	"Peronospora salicorniae"	"Salicornia europaea"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"449"	"Peronospora"	"salviae-officinalis"	"Peronospora salviae-officinalis"	"Salvia officinalis"	"Lamiaceae"	"mycorrhizal"	"C3"
"450"	"Peronospora"	"salviae-plebeiae"	"Peronospora salviae-plebeiae"	"Salvia plebeia"	"Lamiaceae"	"mycorrhizal"	"C3"
"451"	"Peronospora"	"salviae-pratensis"	"Peronospora salviae-pratensis"	"Salvia pratensis"	"Lamiaceae"	"mycorrhizal"	"C3"
"452"	"Peronospora"	"sanguisorbae"	"Peronospora sanguisorbae"	"Sanguisorba officinalis"	"Rosaceae"	"mycorrhizal"	"C3"
"453"	"Peronospora"	"satarensis"	"Peronospora satarensis"	"Lindenbergia urticifolia"	"Plantaginaceae"	"mycorrhizal"	"C3"
"454"	"Peronospora"	"saturejae-hortensis"	"Peronospora saturejae-hortensis"	"Satureja hortensis"	"Lamiaceae"	"mycorrhizal"	"C3"
"455"	"Peronospora"	"savulescui"	"Peronospora savulescui"	"Medicago polymorpha"	"Fabaceae"	"mycorrhizal"	"C3"
"456"	"Peronospora"	"saxatilis"	"Peronospora saxatilis"	"Veronica fruticans"	"Plantaginaceae"	"mycorrhizal"	"C3"
"457"	"Peronospora"	"saxifragae"	"Peronospora saxifragae"	"Saxifraga granulate"	"Saxifragaceae"	"mycorrhizal"	"C3"
"458"	"Peronospora"	"schachtii"	"Peronospora schachtii"	"Beta vulgaris"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"459"	"Peronospora"	"scleranthi"	"Peronospora scleranthi"	"Scleranthus annuus"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"460"	"Peronospora"	"scutellariae"	"Peronospora scutellariae"	"Scutellaria galericulata"	"Lamiaceae"	"mycorrhizal"	"C3"
"461"	"Peronospora"	"senneniana"	"Peronospora senneniana"	"Lathyrus niger"	"Fabaceae"	"mycorrhizal"	"C3"
"462"	"Peronospora"	"sepium"	"Peronospora sepium"	"Vicia sepium"	"Fabaceae"	"mycorrhizal"	"C3"
"463"	"Peronospora"	"septentrionalis"	"Peronospora septentrionalis"	"Cerastium cerastoides"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"464"	"Peronospora"	"seymourii"	"Peronospora seymourii"	"Houstonia caerulea"	"Rubiaceae"	"mycorrhizal"	"C3"
"465"	"Peronospora"	"sherardiae"	"Peronospora sherardiae"	"Sherardia arvensis"	"Rubiaceae"	"mycorrhizal"	"C3"
"466"	"Peronospora"	"sideritidis"	"Peronospora sideritidis"	"Sideritis montana"	"Lamiaceae"	"mycorrhizal"	"C3"
"467"	"Peronospora"	"silenes"	"Peronospora silenes"	"Silene spp. "	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"468"	"Peronospora"	"silvatica"	"Peronospora silvatica"	"Galium sylvaticum"	"Rubiaceae"	"mycorrhizal"	"C3"
"469"	"Peronospora"	"silvestris"	"Peronospora silvestris"	"Veronica officinalis"	"Plantaginaceae"	"mycorrhizal"	"C3"
"470"	"Peronospora"	"solenanthi"	"Peronospora solenanthi"	"Solenanthus circinatus"	"Boraginaceae"	"mycorrhizal"	"C3"
"471"	"Peronospora"	"somniferi"	"Peronospora somniferi"	"Papaver somniferum"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"472"	"Peronospora"	"sordida"	"Peronospora sordida"	"Scrophularia sp"	"Scrophulariaceae"	"mycorrhizal"	"C3"
"473"	"Peronospora"	"sparsa"	"Peronospora sparsa"	"Rosa sp."	"Rosaceae"	"mycorrhizal"	"C3"
"474"	"Peronospora"	"species1"	"Peronospora species1"	"Polylepis racemosa"	"Rosaceae"	"mycorrhizal"	"C3"
"475"	"Peronospora"	"speculariae"	"Peronospora speculariae"	"Legousia speculum-veneris"	"Campanulaceae"	"mycorrhizal"	"C3"
"476"	"Peronospora"	"stachydis"	"Peronospora stachydis"	"Stachys palustris"	"Lamiaceae"	"mycorrhizal"	"C3"
"477"	"Peronospora"	"statices"	"Peronospora statices"	"Limonium gmelinii"	"Plumbaginaceae"	"mycorrhizal"	"C3"
"478"	"Peronospora"	"stellariae-aquaticae"	"Peronospora stellariae-aquaticae"	"Stellaria aquatica"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"479"	"Peronospora"	"stellariae-radiantis"	"Peronospora stellariae-radiantis"	"Stellaria radians"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"480"	"Peronospora"	"stellariae-uliginosae"	"Peronospora stellariae-uliginosae"	"Stellaria alsine"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"481"	"Peronospora"	"stigmaticola"	"Peronospora stigmaticola"	"Mentha aquatic"	"Lamiaceae"	"mycorrhizal"	"C3"
"482"	"Peronospora"	"swinglei"	"Peronospora swinglei"	"Salvia reflexa"	"Lamiaceae"	"mycorrhizal"	"C3"
"483"	"Peronospora"	"symphyti"	"Peronospora symphyti"	"Symphytum cordatum"	"Boraginaceae"	"mycorrhizal"	"C3"
"484"	"Peronospora"	"tabacina"	"Peronospora tabacina"	"Nicotiana tabacum"	"Solanaceae"	"mycorrhizal"	"C3"
"485"	"Peronospora"	"tatarica"	"Peronospora tatarica"	"Atriplex tatarica"	"Amaranthaceae"	"nonmycorrhizal"	"C4"
"486"	"Peronospora"	"teloxydis"	"Peronospora teloxydis"	"Chenopodium aristatum"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"487"	"Peronospora"	"tetragonolobi"	"Peronospora tetragonolobi"	"Lotus maritimus"	"Fabaceae"	"mycorrhizal"	"C3"
"488"	"Peronospora"	"tetragonolobi-palestini"	"Peronospora tetragonolobi-palestini"	"Lotus palaestinus"	"Fabaceae"	"mycorrhizal"	"C3"
"489"	"Peronospora"	"teucrii"	"Peronospora teucrii"	"Teucrium botrys"	"Lamiaceae"	"mycorrhizal"	"C3"
"490"	"Peronospora"	"thesii"	"Peronospora thesii"	"Thesium pyrenaicum"	"Santalaceae"	"mycorrhizal"	"C3"
"491"	"Peronospora"	"thyrocarpi"	"Peronospora thyrocarpi"	"Thyrocarpus sampsonii"	"Boraginaceae"	"mycorrhizal"	"C3"
"492"	"Peronospora"	"tornensis"	"Peronospora tornensis"	"Cerastium alpinum"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"493"	"Peronospora"	"tozziae"	"Peronospora tozziae"	"Tozzia alpina"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"494"	"Peronospora"	"tranzscheliana"	"Peronospora tranzscheliana"	"Melampyrum pratense"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"495"	"Peronospora"	"trifolii-alpestris"	"Peronospora trifolii-alpestris"	"Trifolium alpestre"	"Fabaceae"	"mycorrhizal"	"C3"
"496"	"Peronospora"	"trifolii-arvensis"	"Peronospora trifolii-arvensis"	"Trifolium arvense"	"Fabaceae"	"mycorrhizal"	"C3"
"497"	"Peronospora"	"trifolii-formosi"	"Peronospora trifolii-formosi"	"Trifolium dasyurum"	"Fabaceae"	"mycorrhizal"	"C3"
"498"	"Peronospora"	"trifolii-hybridi"	"Peronospora trifolii-hybridi"	"Trifolium hybridium"	"Fabaceae"	"mycorrhizal"	"C3"
"499"	"Peronospora"	"trifolii-minoris"	"Peronospora trifolii-minoris"	"Trifolium dubium"	"Fabaceae"	"mycorrhizal"	"C3"
"500"	"Peronospora"	"trifolii-pratensis"	"Peronospora trifolii-pratensis"	"Trifolium pratense"	"Fabaceae"	"mycorrhizal"	"C3"
"501"	"Peronospora"	"trifolii-repentis"	"Peronospora trifolii-repentis"	"Trifolium repens"	"Fabaceae"	"mycorrhizal"	"C3"
"502"	"Peronospora"	"trifoliorum"	"Peronospora trifoliorum"	"Trifolium medium"	"Fabaceae"	"mycorrhizal"	"C3"
"503"	"Peronospora"	"trigonellae"	"Peronospora trigonellae"	"Trigonella foenum-graecum"	"Fabaceae"	"mycorrhizal"	"C3"
"504"	"Peronospora"	"trigonotidis"	"Peronospora trigonotidis"	"Trigonotis peduncularis"	"Boraginaceae"	"mycorrhizal"	"C3"
"505"	"Peronospora"	"trivialis"	"Peronospora trivialis"	"Cerastium fontanum ssp. triviale"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"506"	"Peronospora"	"uljanishchevii"	"Peronospora uljanishchevii"	"Tournefortia sibirica"	"Boraginaceae"	"mycorrhizal"	"C3"
"507"	"Peronospora"	"uralensis"	"Peronospora uralensis"	"Cerastium pauciflorum"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"508"	"Peronospora"	"ussuriensis"	"Peronospora ussuriensis"	"Chenopodium album"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"509"	"Peronospora"	"valerianae"	"Peronospora valerianae"	"Valeriana officinalis"	"Caprifoliaceae"	"mycorrhizal"	"C3"
"510"	"Peronospora"	"valerianellae"	"Peronospora valerianellae"	"Valerianella carinata"	"Caprifoliaceae"	"mycorrhizal"	"C3"
"511"	"Peronospora"	"valesiaca"	"Peronospora valesiaca"	"Euphorbia seguieriana"	"Euphorbiaceae"	"mycorrhizal"	"C3"
"512"	"Peronospora"	"variabilis"	"Peronospora variabilis"	"Chenopodium album"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"513"	"Peronospora"	"verbasci"	"Peronospora verbasci"	"Verbascum densiflorum"	"Scrophulariaceae"	"mycorrhizal"	"C3"
"514"	"Peronospora"	"verbenae"	"Peronospora verbenae"	"Verbena officinalis"	"Verbenaceae"	"mycorrhizal"	"C3"
"515"	"Peronospora"	"verna"	"Peronospora verna"	"Veronica serpyllifolia"	"Plantaginaceae"	"mycorrhizal"	"C3"
"516"	"Peronospora"	"vernalis"	"Peronospora vernalis"	"Spergula morisonii"	"Caryophyllaceae"	"nonmycorrhizal"	"C3"
"517"	"Peronospora"	"veronicae-cymbalariae"	"Peronospora veronicae-cymbalariae"	"Veronica cymbalaria"	"Plantaginaceae"	"mycorrhizal"	"C3"
"518"	"Peronospora"	"viciae"	"Peronospora viciae"	"Vicia sativa"	"Fabaceae"	"mycorrhizal"	"C3"
"519"	"Peronospora"	"viciae-sativae"	"Peronospora viciae-sativae"	"Vicia sativa"	"Fabaceae"	"mycorrhizal"	"C3"
"520"	"Peronospora"	"viciae-venosae"	"Peronospora viciae-venosae"	"Vicia venosa"	"Fabaceae"	"mycorrhizal"	"C3"
"521"	"Peronospora"	"viennotii"	"Peronospora viennotii"	"Cytisus scoparius"	"Fabaceae"	"mycorrhizal"	"C3"
"522"	"Peronospora"	"vincae"	"Peronospora vincae"	"Vinca minor"	"Apocynaceae"	"mycorrhizal"	"C3"
"523"	"Peronospora"	"violacea"	"Peronospora violacea"	"Knautia arvensis"	"Caprifoliaceae"	"mycorrhizal"	"C3"
"524"	"Peronospora"	"violae"	"Peronospora violae"	"Viola arvensis"	"Violaceae"	"mycorrhizal"	"C3"
"525"	"Peronospora"	"vistulensis"	"Peronospora vistulensis"	"Salsola kali"	"Amaranthaceae"	"nonmycorrhizal"	"C4"
"526"	"Peronospora"	"whippleae"	"Peronospora whippleae"	"Whipplea modesta"	"Hydrangeaceae"	"mycorrhizal"	"C3"
"527"	"Peronospora"	"yamadana"	"Peronospora yamadana"	"Thalictrum tuberiferum"	"Ranunculaceae"	"mycorrhizal"	"C3"
"528"	"Peronospora"	"ziziphorae"	"Peronospora ziziphorae"	"Ziziphora tenuior"	"Lamiaceae"	"mycorrhizal"	"C3"
"529"	"Plasmopara"	"acalyphae"	"Plasmopara acalyphae"	"Acalypha virginica"	"Euphorbiaceae"	"mycorrhizal"	"C3"
"530"	"Plasmopara"	"achyranthis"	"Plasmopara achyranthis"	"Achyranthes bidentata"	"Amaranthaceae"	"nonmycorrhizal"	"C3"
"531"	"Plasmopara"	"affinis f. affinis"	"Plasmopara affinis f. affinis"	"Ratibida pinnata"	"Asteraceae"	"mycorrhizal"	"C3"
"532"	"Plasmopara"	"affinis f. silphii"	"Plasmopara affinis f. silphii"	"Silphium integrifolium"	"Asteraceae"	"mycorrhizal"	"C3"
"533"	"Plasmopara"	"ammi"	"Plasmopara ammi"	"Ammi majus"	"Apiaceae"	"mycorrhizal"	"C3"
"534"	"Plasmopara"	"anemones-nemorosae"	"Plasmopara anemones-nemorosae"	"Anemone nemorosa"	"Ranunculaceae"	"mycorrhizal"	"C3"
"535"	"Plasmopara"	"anethi"	"Plasmopara anethi"	"Anethum graveolens"	"Apiaceae"	"mycorrhizal"	"C3"
"536"	"Plasmopara"	"angelicae"	"Plasmopara angelicae"	"Angelica sylvestris"	"Apiaceae"	"mycorrhizal"	"C3"
"537"	"Plasmopara"	"angustiterminalis f. ambrosiae"	"Plasmopara angustiterminalis f. ambrosiae"	"Ambrosia psilostachya"	"Asteraceae"	"mycorrhizal"	"C3"
"538"	"Plasmopara"	"angustiterminalis f. angustiterminalis"	"Plasmopara angustiterminalis f. angustiterminalis"	"Xanthium strumarium"	"Asteraceae"	"mycorrhizal"	"C3"
"539"	"Plasmopara"	"angustiterminalis f. bidentis"	"Plasmopara angustiterminalis f. bidentis"	"Bidens vulgata"	"Asteraceae"	"mycorrhizal"	"C3"
"540"	"Plasmopara"	"apii"	"Plasmopara apii"	"Apium graveolens"	"Apiaceae"	"mycorrhizal"	"C3"
"541"	"Plasmopara"	"archangelicae"	"Plasmopara archangelicae"	"Angelica archangelica subsp. decurrens"	"Apiaceae"	"mycorrhizal"	"C3"
"542"	"Plasmopara"	"asterea f. asterea"	"Plasmopara asterea f. asterea"	"Aster alpinus"	"Asteraceae"	"mycorrhizal"	"C3"
"543"	"Plasmopara"	"asterea f. callistephi"	"Plasmopara asterea f. callistephi"	"Callistephus chinensis"	"Asteraceae"	"mycorrhizal"	"C3"
"544"	"Plasmopara"	"asterea f. galatellae"	"Plasmopara asterea f. galatellae"	"Galatella sp."	"Asteraceae"	"mycorrhizal"	"C3"
"545"	"Plasmopara"	"asterea f. heteropappi"	"Plasmopara asterea f. heteropappi"	"Kalimeris altaica"	"Asteraceae"	"mycorrhizal"	"C3"
"546"	"Plasmopara"	"asystasiae"	"Plasmopara asystasiae"	"Asystasia gangetica"	"Acanthaceae"	"mycorrhizal"	"C3"
"547"	"Plasmopara"	"australis"	"Plasmopara australis"	"Cyclanthera hystrix"	"Cucurbitaceae"	"mycorrhizal"	"C3"
"548"	"Plasmopara"	"baudysii"	"Plasmopara baudysii"	"Berula erecta"	"Apiaceae"	"mycorrhizal"	"C3"
"549"	"Plasmopara"	"borreriae"	"Plasmopara borreriae"	"Mitracarpus hirtus"	"Rubiaceae"	"mycorrhizal"	"C3"
"550"	"Plasmopara"	"calaminthae"	"Plasmopara calaminthae"	"Clinopodium chinense"	"Lamiaceae"	"mycorrhizal"	"C3"
"551"	"Plasmopara"	"carlottae"	"Plasmopara carlottae"	"Conioselinum chinense"	"Apiaceae"	"mycorrhizal"	"C3"
"552"	"Plasmopara"	"carthami"	"Plasmopara carthami"	"Carthamus tinctorius"	"Asteraceae"	"mycorrhizal"	"C3"
"553"	"Plasmopara"	"caucalis"	"Plasmopara caucalis"	"Orlaya grandiflora"	"Apiaceae"	"mycorrhizal"	"C3"
"554"	"Plasmopara"	"cenolophii"	"Plasmopara cenolophii"	"Cenolophium denudatum"	"Apiaceae"	"mycorrhizal"	"C3"
"555"	"Plasmopara"	"cephalophora"	"Plasmopara cephalophora"	"Physostegia parviflora"	"Lamiaceae"	"mycorrhizal"	"C3"
"556"	"Plasmopara"	"cercidis"	"Plasmopara cercidis"	"Cercis canadensis"	"Fabaceae"	"mycorrhizal"	"C3"
"557"	"Plasmopara"	"chaerophylli"	"Plasmopara chaerophylli"	"Anthriscus sylvestris"	"Apiaceae"	"mycorrhizal"	"C3"
"558"	"Plasmopara"	"chinensis"	"Plasmopara chinensis"	"Vitis sp"	"Vitaceae"	"mycorrhizal"	"C3"
"559"	"Plasmopara"	"cimicifugae"	"Plasmopara cimicifugae"	"Actaea simplex"	"Ranunculaceae"	"mycorrhizal"	"C3"
"560"	"Plasmopara"	"cissi"	"Plasmopara cissi"	"Cissus sp"	"Vitaceae"	"mycorrhizal"	"C3"
"561"	"Plasmopara"	"conii"	"Plasmopara conii"	"Conium maculatum"	"Apiaceae"	"mycorrhizal"	"C3"
"562"	"Plasmopara"	"constantinescui"	"Plasmopara constantinescui"	"Impatiens noli-tangere"	"Balsaminaceae"	"mycorrhizal"	"C3"
"563"	"Plasmopara"	"cruseae"	"Plasmopara cruseae"	"Crusea setosa"	"Rubiaceae"	"mycorrhizal"	"C3"
"564"	"Plasmopara"	"cryptotaeniae"	"Plasmopara cryptotaeniae"	"Cryptotaenia japonica"	"Apiaceae"	"mycorrhizal"	"C3"
"565"	"Plasmopara"	"dahurici"	"Plasmopara dahurici"	"Cnidium dahuricum"	"Apiaceae"	"mycorrhizal"	"C3"
"566"	"Plasmopara"	"dauci"	"Plasmopara dauci"	"Daucus carota"	"Apiaceae"	"mycorrhizal"	"C3"
"567"	"Plasmopara"	"densa"	"Plasmopara densa"	"Rhinanthus"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"568"	"Plasmopara"	"destructor"	"Plasmopara destructor"	"Impatiens walleriana"	"Balsaminaceae"	"mycorrhizal"	"C3"
"569"	"Plasmopara"	"domingensis"	"Plasmopara domingensis"	"Parthenium hysterophorus"	"Asteraceae"	"mycorrhizal"	"C3"
"570"	"Plasmopara"	"elatostematis"	"Plasmopara elatostematis"	"Elatostema umbellatum"	"Urticaceae"	"mycorrhizal"	"C3"
"571"	"Plasmopara"	"elegantissima"	"Plasmopara elegantissima"	"Impatiens textori"	"Balsaminaceae"	"mycorrhizal"	"C3"
"572"	"Plasmopara"	"elsholtziae"	"Plasmopara elsholtziae"	"Elsholtzia ciliata"	"Lamiaceae"	"mycorrhizal"	"C3"
"573"	"Plasmopara"	"epilobii"	"Plasmopara epilobii"	"Epilobium parviflorum"	"Onagraceae"	"mycorrhizal"	"C3"
"574"	"Plasmopara"	"euphrasiae"	"Plasmopara euphrasiae"	"Euphrasia stricta"	"Orobanchaceae"	"nonmycorrhizal"	"C3"
"575"	"Plasmopara"	"galinsogae"	"Plasmopara galinsogae"	"Galinsoga parviflora"	"Asteraceae"	"mycorrhizal"	"C3"
"576"	"Plasmopara"	"geranii"	"Plasmopara geranii"	"Geranium maculatum"	"Geraniaceae"	"mycorrhizal"	"C3"
"577"	"Plasmopara"	"geranii-pratensis"	"Plasmopara geranii-pratensis"	"Geranium pratense"	"Geraniaceae"	"mycorrhizal"	"C3"
"578"	"Plasmopara"	"geranii-silvatici"	"Plasmopara geranii-silvatici"	"Geranium sylvaticum"	"Geraniaceae"	"mycorrhizal"	"C3"
"579"	"Plasmopara"	"gnaphalii"	"Plasmopara gnaphalii"	"Gnaphalium purpureum"	"Asteraceae"	"mycorrhizal"	"C3"
"580"	"Plasmopara"	"gonolobi"	"Plasmopara gonolobi"	"Gonolobus caroliniensis"	"Apocynaceae"	"mycorrhizal"	"C3"
"581"	"Plasmopara"	"halstedii"	"Plasmopara halstedii"	"Eupatorium purpureum"	"Asteraceae"	"mycorrhizal"	"C3"
"582"	"Plasmopara"	"harae"	"Plasmopara harae"	"Cardiandra alternifolia"	"Hydrangeaceae"	"mycorrhizal"	"C3"
"583"	"Plasmopara"	"helianthi f. helianthi"	"Plasmopara helianthi f. helianthi"	"Helianthus annuus"	"Asteraceae"	"mycorrhizal"	"C3"
"584"	"Plasmopara"	"helianthi f. patens"	"Plasmopara helianthi f. patens"	"Helianthus strumosus"	"Asteraceae"	"mycorrhizal"	"C3"
"585"	"Plasmopara"	"helianthi f. perennis"	"Plasmopara helianthi f. perennis"	"Helianthus doronicoides"	"Asteraceae"	"mycorrhizal"	"C3"
"586"	"Plasmopara"	"heliocarpi"	"Plasmopara heliocarpi"	"Heliocarpus americanus"	"Malvaceae"	"mycorrhizal"	"C3"
"587"	"Plasmopara"	"hellebori-purpurascentis"	"Plasmopara hellebori-purpurascentis"	"Helleborus purpurascens"	"Ranunculaceae"	"mycorrhizal"	"C3"
"588"	"Plasmopara"	"illinoensis"	"Plasmopara illinoensis"	"Parietaria pennsylvanica"	"Urticaceae"	"mycorrhizal"	"C3"
"589"	"Plasmopara"	"impatientis"	"Plasmopara impatientis"	"Impatiens capensis"	"Balsaminaceae"	"mycorrhizal"	"C3"
"590"	"Plasmopara"	"invertifolia"	"Plasmopara invertifolia"	"Helichrysum bracteatum"	"Asteraceae"	"mycorrhizal"	"C3"
"591"	"Plasmopara"	"isopyri"	"Plasmopara isopyri"	"Isopyrum thalictroides"	"Ranunculaceae"	"mycorrhizal"	"C3"
"592"	"Plasmopara"	"lactucae-radicis"	"Plasmopara lactucae-radicis"	"Lactuca sativa"	"Asteraceae"	"mycorrhizal"	"C3"
"593"	"Plasmopara"	"laserpitii"	"Plasmopara laserpitii"	"Laserpitium latifolium"	"Apiaceae"	"mycorrhizal"	"C3"
"594"	"Plasmopara"	"latifolii"	"Plasmopara latifolii"	"Epilobium latifolium"	"Onagraceae"	"mycorrhizal"	"C3"
"595"	"Plasmopara"	"majewskii"	"Plasmopara majewskii"	"Arctotis x hybrida"	"Asteraceae"	"mycorrhizal"	"C3"
"596"	"Plasmopara"	"megasperma"	"Plasmopara megasperma"	"Viola arvensis"	"Violaceae"	"mycorrhizal"	"C3"
"597"	"Plasmopara"	"mei-foeniculi"	"Plasmopara mei-foeniculi"	"Foeniculum officinale"	"Apiaceae"	"mycorrhizal"	"C3"
"598"	"Plasmopara"	"mikaniae"	"Plasmopara mikaniae"	"Mikania scandens"	"Asteraceae"	"mycorrhizal"	"C3"
"599"	"Plasmopara"	"miyakeana"	"Plasmopara miyakeana"	"Urtica thunbergiana"	"Urticaceae"	"mycorrhizal"	"C3"
"600"	"Plasmopara"	"muralis"	"Plasmopara muralis"	"Parthenocissus tricuspidata"	"Vitaceae"	"mycorrhizal"	"C3"
"601"	"Plasmopara"	"myosotidis"	"Plasmopara myosotidis"	"Myosotis laxa"	"Boraginaceae"	"mycorrhizal"	"C3"
"602"	"Plasmopara"	"nakanoi"	"Plasmopara nakanoi"	"Corydalis incisa"	"Papaveraceae"	"nonmycorrhizal"	"C3"
"603"	"Plasmopara"	"nivea"	"Plasmopara nivea"	"Aegopodium podagraria"	"Apiaceae"	"mycorrhizal"	"C3"
"604"	"Plasmopara"	"obducens"	"Plasmopara obducens"	"Impatiens noli-tangere"	"Balsaminaceae"	"mycorrhizal"	"C3"
"605"	"Plasmopara"	"oenanthes"	"Plasmopara oenanthes"	"Oenanthe javanica subsp. rosthornii"	"Apiaceae"	"mycorrhizal"	"C3"
"606"	"Plasmopara"	"orientalis"	"Plasmopara orientalis"	"Schizopepon bryoniifolius"	"Cucurbitaceae"	"mycorrhizal"	"C3"
"607"	"Plasmopara"	"palmii"	"Plasmopara palmii"	"Piptothrix areolaris"	"Asteraceae"	"mycorrhizal"	"C3"
"608"	"Plasmopara"	"panacis"	"Plasmopara panacis"	"Panax ginseng"	"Araliaceae"	"mycorrhizal"	"C3"
"609"	"Plasmopara"	"pastinacae"	"Plasmopara pastinacae"	"Pastinaca sativa"	"Apiaceae"	"mycorrhizal"	"C3"
"610"	"Plasmopara"	"paulowniae"	"Plasmopara paulowniae"	"Paulownia fortunei"	"Paulowniaceae"	"mycorrhizal"	"C3"
"611"	"Plasmopara"	"petasitis"	"Plasmopara petasitis"	"Petasites giganteus"	"Asteraceae"	"mycorrhizal"	"C3"
